sensor_1,sensor_2,weight,pearson_corr_flow,spearman_corr_flow,pearson_corr_speed,spearman_corr_speed,pearson_corr_occupy,spearman_corr_occupy
14,127,314.8,0.7829009169354278,0.7427581648013215,0.5776535658157768,0.721468040596948,0.7850467594587435,0.8514241714658864
15,44,339.5,0.9202460677902728,0.9139032377457075,0.5252100271054617,0.5416435492939652,0.7189763758583008,0.8125980408227379
15,151,136.4,0.8711362926706204,0.8719580396317161,0.06500653390120491,0.10081386590935731,0.3677217517120559,0.7167965527889951
15,152,135.0,0.9486722540455635,0.9389055228413385,0.32526589550285495,0.5035533845714167,0.6898470798314864,0.8737666749973735
17,5,321.4,0.920707128251171,0.8562430079633001,0.1601477854678667,0.5462098120497776,0.5524826908514385,0.739326663814767
17,153,375.6,0.6890404503421934,0.6779124387730268,0.17066332440101295,0.45268527495634014,0.6785674111738781,0.8605221545863168
17,154,294.2,0.6122217365176867,0.6029781593824564,0.05664601824648478,0.35301992144744215,0.5582364341386025,0.669921396940987
18,22,447.4,0.9488788257857756,0.8928191491498414,0.12302203319340571,0.30780537526977964,0.1911793220084861,0.6751127846162107
18,6,499.4,0.8776660814533062,0.80948952222963,0.39187004313809226,0.7195012904799422,0.4504472103592579,0.8856107874626035
18,109,439.1,0.9246905200701531,0.8552066716629032,0.15497594069914458,0.22678824944374879,0.3632872256125779,0.7452373465545835
19,14,351.3,0.8634154720180302,0.8323522487697199,0.718964961444552,0.7824459686665524,0.8463179746012778,0.8927405981561987
19,4,326.8,0.7253043177480378,0.692797838888603,0.5478068761470731,0.7427603620408385,0.7560464286927925,0.884588874015976
19,137,245.5,0.8681654430908978,0.8304642137237896,0.15604591209590166,0.22833567369318644,0.47199637119692545,0.5763898610353024
19,77,320.7,0.9046384765574966,0.8854432948414703,0.35763426678165916,0.5599521449029617,0.6237018310434472,0.7954048372321589
20,19,420.8,0.9135886340589636,0.9094176895272081,0.47671249397083454,0.5662400936723819,0.7613967839263402,0.836487106617241
20,165,132.5,0.6602366911739131,0.6280188494066484,0.328074323463585,0.5347384553798992,0.6673746360686041,0.8351142012982526
20,101,201.2,0.8369779952663776,0.7951814977118387,0.16701226566918767,0.41492581935635126,0.2960948867097117,0.7155884960713337
21,132,407.6,0.5236854790229394,0.7150966432352229,0.23654956182372291,0.316329196105617,0.7496733545811971,0.7467136785569171
21,90,396.9,0.8108325139138387,0.7777493810111641,0.22199268150389428,0.2553620993605343,0.7719562920393772,0.7739039134415439
22,30,377.5,0.7003724244829307,0.6503231609105963,0.3129711260307926,0.39466014967855884,0.6163812825579149,0.8484256220832874
22,149,185.4,0.9346098315913159,0.8471176033506398,0.17010460256574841,0.30362819782900513,0.26214171039770723,0.5991655794952424
22,4,257.9,0.9012579842162711,0.81955272628871,0.10513631477862427,0.26844410826933446,0.2374326395073952,0.6073947918991572
22,52,227.8,0.9168893820809134,0.8484918288160153,0.19457085831134302,0.3420495005699917,0.3464001712114823,0.7228129331531546
23,165,396.4,0.8879561417825975,0.8797520874766244,0.6029677143747312,0.7403670823791604,0.7477609258603863,0.9075488382644559
24,166,312.2,0.9233470609528288,0.9218587017595552,0.3457918691367698,0.5336521907794836,0.6657825645899064,0.8536321550128683
25,103,350.2,0.5465899627989043,0.5140058723253493,0.6713349250164833,0.8878132103713066,0.7533765962561703,0.9507503473983779
26,27,341.6,0.8399261196956306,0.7587466759882813,0.5401895468182123,0.5269296424001647,0.6192083820980266,0.7658572593380316
26,32,106.7,0.8493952477304788,0.7842475091993784,0.14398641460005446,0.38166719802374527,0.7226869505984206,0.8658650574480521
26,155,270.7,0.3456131675482297,0.6063602823483735,0.01120345855826909,0.3298821862807926,0.25003754256891597,0.4612382435025124
27,6,359.4,0.8932451134670234,0.8419304679612156,0.3492134180709188,0.5882717881609174,0.46135125889294504,0.7694068891439044
28,169,133.7,0.8592344284450958,0.8549746567339809,0.3522901165701967,0.5066788322910609,0.5346733972742089,0.7002906509579407
29,21,360.8,0.8115981171617188,0.8090304692067346,0.32930048677454715,0.36840718306595727,0.7762770976998827,0.7518320975725787
29,38,343.3,0.8328224791911886,0.8162973869151984,0.3299947018015152,0.5723372168697115,0.6910118571902564,0.7613874382919947
29,137,110.7,0.6713868948590438,0.6319758340846265,0.19882215793925598,0.25383515096511167,0.5677945167153509,0.6294319778139943
30,29,417.7,0.7933240911191256,0.8464767878613623,0.38450665800567263,0.44249526250554466,0.5519425230527703,0.7660451399600398
30,165,379.6,0.7517259587389796,0.8038674519744707,0.271356930710231,0.36785359157961367,0.5054352596862715,0.7437140601725764
30,76,307.0,0.7623108575936918,0.7651300847170602,0.37204922963645715,0.433833207115287,0.5761573582371258,0.7728477686794871
31,155,260.0,0.3679713332842105,0.6749661657255158,0.03238696725492582,0.3834763733195467,0.23033357241509936,0.4888255205403286
31,26,116.0,0.8652161229691949,0.8180855162740699,0.6669137490920525,0.6439221525388927,0.7139711391622261,0.8865323773365678
31,160,116.5,0.760798591076961,0.7220761444427864,0.5158446946482583,0.6628878328343824,0.6490253919061082,0.7821547037669808
32,160,107.7,0.8209066342350616,0.7731967450627968,0.5781430475042498,0.6532367537801083,0.9052248716184915,0.8914997387589227
33,32,356.5,0.7552187213398983,0.7744037429107061,0.6936125507729458,0.6207180857740155,0.8764022613349547,0.8824820728215393
34,128,393.3,0.875581191845567,0.8487998532535366,0.13008484795542508,0.17271326100933196,0.20307461713059066,0.6195246865794374
35,77,356.1,0.955513938292889,0.9356230720853733,0.2677500705874712,0.4456403142991974,0.700265962110718,0.882215693862018
36,158,344.5,0.9602932324282822,0.9569040746588571,0.3234938955852024,0.4458394096791045,0.802955466843019,0.9150399650122539
37,130,357.8,0.9518312579838278,0.9377785369346132,0.33899092782016144,0.5398922345779132,0.5761381160446716,0.8143792690619054
38,92,368.0,0.851197644981796,0.8667886888964388,0.47610133472742966,0.6232714306962124,0.7312904244815583,0.7743141983788583
39,164,350.3,0.9489131700991869,0.9231336705329853,0.25375667805074315,0.3603679587939826,0.45653485271298233,0.473319849388006
39,109,237.0,0.9384907183445649,0.9006300479732047,0.23929674595726266,0.2566991854598926,0.617560458748167,0.8432252273895813
40,162,413.9,0.735405079232506,0.7477387308205442,0.4730063604223125,0.705821271452784,0.6650102248485511,0.8429285223043241
41,43,322.6,0.8952489138876292,0.7948454923661606,0.24698252075248892,0.3975708329534628,0.7160949466954999,0.918897345185318
41,7,519.4,0.8735732427591214,0.7692947847061664,0.48582691206877887,0.689772657450451,0.7499779267203276,0.8848405984248142
41,117,160.5,0.7423095029648283,0.6700032647295718,0.5624636004587638,0.603880376242925,0.7407385273552318,0.8246816022096096
42,12,335.1,0.9374838466186978,0.9230696237865611,0.24977377932581785,0.5225520918712857,0.68836357787214,0.8785640692367322
42,117,58.9,0.7725888794491109,0.7550143462887166,0.479955874823098,0.5763891739902923,0.69260680016784,0.8139736578825164
42,41,102.5,0.8226995399129167,0.7354740014439274,0.462707354701387,0.6469602699203991,0.6761275421378135,0.8661549684678724
42,40,40.7,0.8970450995305932,0.8646458127209046,0.5789800466313461,0.6479443722301265,0.7167359916785262,0.8408990602742884
42,117,58.9,0.7725888794491109,0.7550143462887166,0.479955874823098,0.5763891739902923,0.69260680016784,0.8139736578825164
43,100,338.9,0.9412386859834181,0.9258902631468757,0.21448539209420822,0.33585675469961856,0.7676930470114153,0.8889181631246068
44,41,350.8,0.8385158948591244,0.7482855985000227,0.45074535889527445,0.5604129492338087,0.7181638522173746,0.7801893543658265
44,169,397.8,0.8262038387008184,0.8170253004963979,0.48916660495649994,0.6489452982544722,0.6832102978583239,0.7007424948504487
44,124,375.7,0.9192648732298985,0.8985310364705458,0.5437732459485194,0.6605948125510682,0.8633404940525857,0.8258461765129512
44,42,342.3,0.9295408178593502,0.9200802104683256,0.6436034591583973,0.7212631845622557,0.7840135122044591,0.8961762064305188
44,8,789.1,0.888360135983281,0.8536295463965908,0.49317843580436194,0.6546111162386568,0.7239743535359425,0.9029905991134923
45,93,340.9,0.9572451498962408,0.9512667972021133,0.04178587571329962,0.11245508294165808,0.336745677495115,0.5666842791842062
45,93,340.9,0.9572451498962408,0.9512667972021133,0.04178587571329962,0.11245508294165808,0.336745677495115,0.5666842791842062
45,106,260.6,0.5290929538046856,0.556878556761998,0.16262591912307994,0.44940504010640114,0.5350608612207801,0.7743493321911795
46,152,385.7,0.9594979836428761,0.9389773784222489,0.4023074368417722,0.6375401311060296,0.7947371094886967,0.9302345109796539
46,162,391.6,0.7335724422978922,0.7515582343833564,0.311033550445213,0.6073884616491966,0.5909047088449989,0.7568052008982887
47,65,372.8,0.9403965105814537,0.9303360438212018,0.22023730638853656,0.5045516251191203,0.6930198447394738,0.8535051492441069
48,49,309.7,0.7926407162341877,0.7856884067872917,0.5072627725547052,0.41268286069514054,0.6879899472015476,0.7983014183095221
49,54,320.5,0.7703269445166914,0.7713281240276058,0.18879907017483968,0.5781259500327403,0.8429996370568786,0.8752197892429274
50,74,354.1,1.0,1.0,0.34462552574490474,0.3824739419778082,0.7279491234087504,0.7279416989286827
51,73,391.1,0.9999815048889091,0.9999475454025045,0.5189793081454792,0.613617318772746,0.7350631720743334,0.8045052657648464
52,3,357.8,0.9410870657087593,0.8706715235931045,0.5514211663142011,0.6261134346157416,0.6406299977338524,0.7001252341526439
52,30,186.6,0.5786996473574941,0.5179225472830389,0.37204922963645715,0.433833207115287,0.5761573582371258,0.7728477686794871
53,150,278.9,0.8240418425604895,0.8256906602451283,0.4611308532705188,0.46526275777939197,0.7315594923958392,0.8315503830163691
54,56,318.3,0.7664146379121535,0.6992030377873557,0.1873279479424254,0.5780980346969777,0.8429996370568786,0.8752197892429274
55,53,332.1,0.9265589624628652,0.8822859418849204,0.39768329833371036,0.38629257945114204,0.7240633187489975,0.8070462371173083
56,57,297.9,0.9184120281871186,0.8650735891838853,0.3786000391631185,0.48111419830484586,0.7708191973596434,0.8038898393667037
57,68,293.5,0.8765720328655212,0.8663389142448877,0.34787137382592725,0.3876006603374052,0.7394809736039049,0.7700943557542308
58,67,294.4,0.9512660165099402,0.9431534135080831,0.20162754317336443,0.5005753608586598,0.6742179924855853,0.6789342438273361
59,58,305.7,0.9328648610863044,0.9274218303866397,0.1253208906132722,0.27464581245955194,0.6876067844663684,0.6759048467306336
60,17,305.9,0.7163213731413093,0.7182458999416587,0.12289198091077015,0.5716603303560511,0.48222538475168664,0.5784166046490037
61,64,311.4,0.7952982467589244,0.6999307973033797,0.20713631733393642,0.2463200452915215,0.6361387836519096,0.7665742852364241
62,111,332.9,0.9338185161193132,0.8967775207321234,0.2142700451659469,0.2696487206363786,0.8205474197561109,0.7932386899819385
62,70,332.6,0.9999672691099285,0.9999174759963193,0.24330195427114934,0.447759166799805,0.7751834805871196,0.7951977819842383
64,63,243.6,0.614768684121494,0.6096051072557254,0.09959340204843983,0.3339763853986355,0.6766118197639427,0.7470259740679178
65,48,319.4,0.8748379740657608,0.8209591643757423,0.19141881084749304,0.274993569213154,0.5212889270416282,0.7278001659936788
65,72,297.9,0.9455266117733367,0.921585738366319,0.551518251751273,0.5847123688483324,0.664799087655381,0.8258287690995894
65,72,297.9,0.9455266117733367,0.921585738366319,0.551518251751273,0.5847123688483324,0.664799087655381,0.8258287690995894
66,55,313.3,0.9375964539935223,0.8995041512037416,0.485330471964358,0.6538915706444791,0.6357672494509475,0.8382362507419148
67,66,299.5,0.9495472753331624,0.9302524132461704,0.18251706740637802,0.608196222133105,0.5532850380653237,0.8766955394589797
68,69,342.5,0.6707907629826517,0.6343759076028387,0.29288727924181746,0.27518983557108917,0.6286206058258044,0.6871541528813585
69,60,318.0,0.6746444509454068,0.6840820248643714,0.2345009441068448,0.24492154086150714,0.548983613622761,0.6304635974787342
70,59,388.2,0.8593791368583321,0.8329900166462514,0.3199948385392689,0.418458895597079,0.8170592468528968,0.9003153242574374
71,61,89.6,0.8578167186923856,0.770327851522527,0.4819467928801511,0.5590581185349999,0.7824707605392129,0.8534892029933723
71,61,89.6,0.8578167186923856,0.770327851522527,0.4819467928801511,0.5590581185349999,0.7824707605392129,0.8534892029933723
72,159,342.9,0.870781076192489,0.8249949203467074,-0.012321901571551714,0.19394505009989144,0.3409159370239762,0.6766785394657145
72,48,21.5,0.870790912133357,0.825067760512328,-0.05971136825589659,-0.03295791764679553,0.2349793209652194,0.5579099813074362
72,162,3274.4,0.7772939513574938,0.7873529148474868,0.385436753809055,0.6138917904032426,0.516079765530884,0.813912012393433
72,48,21.5,0.870790912133357,0.825067760512328,-0.05971136825589659,-0.03295791764679553,0.2349793209652194,0.5579099813074362
73,71,289.3,0.8578667106587916,0.7703652543766085,0.5183318627640152,0.6131828981007929,0.7350631720743334,0.8045052657648464
74,82,350.2,0.9086466255834382,0.8646050806273587,1.0,1.0,1.0,1.0
75,51,384.8,1.0,1.0,1.0,1.0,1.0,1.0
76,36,366.1,0.937822004136071,0.9272628650988209,0.17097310358211865,0.47414188433252386,0.7256092406797491,0.8162415573458013
77,52,354.2,0.9547366204916877,0.9152638240742618,0.6111279689965363,0.6869618641772977,0.7837303976070781,0.8839487988489746
77,14,299.8,0.8926321773375299,0.8048693835332803,0.28100362368544934,0.5240742067971427,0.5186799517299561,0.7235140974615651
77,22,353.8,0.8926798521212168,0.8194126899211571,0.1995404175858236,0.3912616022300227,0.3412617341987024,0.7687250984347566
78,46,353.4,0.42209293816552074,0.2859696764057078,0.10104468430107376,0.3972754832088647,0.5413924505873651,0.6668516483406433
78,107,143.9,0.15098456894856221,0.13814338323029984,-0.03300125600178527,0.002386016220972237,0.3840001647488069,0.37117322373597267
79,95,335.7,0.9077945166882595,0.9052388573508225,0.34274313278541707,0.2582195297858675,0.409501260651622,0.28173364883708735
80,79,384.1,0.837524056301964,0.8110451916403145,0.05604895815945048,0.07862920358369556,0.147814163813692,0.11374932785419953
81,99,391.6,0.8935794244523886,0.8418870611254238,0.22853049959142013,0.2855519677467487,0.8322858862560644,0.8244098389544947
82,81,335.4,0.9086796432712542,0.864521301062624,0.9998865736960613,0.9994624254042485,1.0,1.0
83,87,327.2,0.898196993170534,0.8594173836788499,0.15256271221526704,0.2823041474712981,0.74210543535178,0.8627272779030098
84,13,306.4,0.8451187493142724,0.714478921935332,0.7474094985259271,0.9282488952360349,0.9514416835947134,0.9878878526938891
85,90,347.0,0.9240733062235064,0.88655034929428,0.8585095115253639,0.9115946281638709,0.9528246366569129,0.9663026920831618
85,37,373.2,0.7923059836054271,0.7584670135307178,0.522170605672705,0.6743192230048597,0.6881327205288261,0.8937484750662675
86,78,473.8,0.45373588228347433,0.3276629007756009,0.24824109102776173,0.5270855479564893,0.7606877954534103,0.7909397350466137
87,88,321.0,0.8402642789229812,0.845489269819472,0.2603229591801848,0.3289694027717836,0.6828189424070262,0.8500758686052953
88,75,335.8,0.8835172008652127,0.8954229064418774,0.568091512118076,0.5970350296384539,0.7938002347437816,0.8826067758614584
89,147,347.0,0.7880991280483134,0.8093365026107815,0.021043745387748364,0.025646161005336714,0.7374777303129877,0.8161512519256895
89,92,323.2,0.6542215395429047,0.6490730979398701,0.39484597139898836,0.6906290315910404,0.8542849147373183,0.903076553724532
90,132,152.2,0.639950161750642,0.7468962569626135,0.858791403224891,0.9118835670351882,0.9528246366569129,0.9663026920831618
90,132,152.2,0.639950161750642,0.7468962569626135,0.858791403224891,0.9118835670351882,0.9528246366569129,0.9663026920831618
91,89,405.6,0.9545956523720419,0.9179582724648782,0.39484597139898836,0.6906290315910404,0.8542849147373183,0.903076553724532
91,163,313.6,0.7176654050218283,0.6537424312924017,0.17117012124055161,0.327085985398898,0.5385275456528741,0.7901678660412488
91,163,313.6,0.7176654050218283,0.6537424312924017,0.17117012124055161,0.327085985398898,0.5385275456528741,0.7901678660412488
92,37,336.3,0.9033767540839059,0.9281625412739828,0.5222529587228489,0.6739493688338964,0.6881327205288261,0.8937484750662675
92,85,343.9,0.6579161548214506,0.667163106092189,0.9998700541386419,0.9995254935312047,1.0,1.0
92,147,321.9,0.5880888686195015,0.6413563987393374,0.0013417714031290304,0.001701477708677583,0.8569928055584968,0.8876334356598433
93,80,329.9,0.9081552316406836,0.9016757858077713,0.13847596704303738,0.19882198478463847,0.700850278128803,0.8456998436711546
93,106,112.2,0.519769128154264,0.5610863764124361,0.05470574931283975,0.2259345509074338,0.6107321316288559,0.7791425099582632
94,86,337.1,0.9290016755421344,0.9135494859551256,0.5201718425056326,0.5811711233959623,0.7299724505386987,0.8002413338815995
95,98,320.9,0.938444253387533,0.9316100060638864,0.5116210860510473,0.6074960718267475,0.7847602458498235,0.8274075847306611
95,98,320.9,0.938444253387533,0.9316100060638864,0.5116210860510473,0.6074960718267475,0.7847602458498235,0.8274075847306611
96,94,398.2,0.9228078597662152,0.9109481940007896,0.3782065272820818,0.7006584477280435,0.7894303107695996,0.9356799336031002
97,101,380.7,0.9610530521579909,0.9556879233619671,0.27147622811081,0.45407485281630405,0.5150433375767304,0.7714002873935646
98,119,340.3,0.9276239465164587,0.9105771399833227,0.3730860678704933,0.5957656817024455,0.6830532244377341,0.7591544621455634
98,144,45.1,0.7494836634473702,0.7501645904060482,0.1257823845429181,0.21737468222986492,0.5150666920847782,0.7442106438655557
99,84,354.9,0.8935794244523886,0.8418870611254238,0.22823267686301182,0.285326171698517,0.8322858862560644,0.8244098389544947
100,83,347.9,0.9254099804140685,0.9054336109428478,0.33951918378161544,0.48024418181742706,0.842831895285713,0.884234185621274
101,137,361.4,0.9305812866061478,0.9095855422955854,0.24387638844527137,0.28079721131087215,0.5588819361634586,0.690646591811106
101,19,534.4,0.8845004878083299,0.8509115006080485,0.4306717983623446,0.6557577128018532,0.5617083624803734,0.8509773750703258
101,29,252.3,0.5716857594477559,0.5466185474697856,0.4920962312525674,0.6868044861030721,0.658572999754324,0.8992505804529906
102,24,375.5,0.95122772432683,0.9490601799102576,0.14770656628416845,0.4734808023494786,0.5834480294469983,0.6686031770676121
103,23,376.3,0.6322948225104043,0.5978067328509783,0.24995625163473487,0.4832224770641415,0.4827173770197091,0.6979863368008599
104,148,362.1,0.9145672354871351,0.9039585408754552,0.09174045117150441,0.10703638241955274,0.6295947292642146,0.7730018421563014
104,147,277.5,0.7965414416375055,0.8246658414270035,-0.07365270642076718,-0.08744487308721603,0.6136193097060091,0.7397261478764575
104,108,375.9,0.7751176040441676,0.8296516672969507,0.036017188636100345,0.17522922117837228,0.3140360429991922,0.4252159030331959
105,104,386.9,0.9001898429599838,0.8977037728074349,0.2684678031874529,0.5530296909528636,0.6103471174145362,0.7479199259205223
106,131,166.5,0.5806343917896613,0.5828020078199714,0.2185158595718949,0.7301585267294303,0.7562765853803888,0.8525704958600182
106,93,112.2,0.519769128154264,0.5610863764124361,0.05470574931283975,0.2259345509074338,0.6107321316288559,0.7791425099582632
107,105,354.6,0.7279712594612581,0.728595838950635,-0.03450469568090139,0.10326728658469658,0.461628575761996,0.4222928807809126
107,46,236.3,0.6349900760149196,0.6386154729606422,-0.0488706127220935,0.03257771070549536,0.361752355655067,0.3860064092907315
108,146,317.8,0.6180441669423312,0.7001016370958303,0.2934678888687704,0.31530410745068227,0.5415636429608321,0.5565762228615279
108,45,359.8,0.8664111443392402,0.9041256279578128,0.2120847408530488,0.26509004625866905,0.4075553834409203,0.5705020279738029
108,148,311.6,0.7027041449522017,0.7502261122631235,0.0314383647005229,0.011424220607353078,0.47221758406905845,0.5370541999901522
109,161,355.5,0.896762006986398,0.8567446839598611,0.07977821363132412,0.2037520357837477,0.326604106843815,0.6040848360730077
109,22,135.5,0.9369237547487762,0.8486853627602648,0.13309968466413313,0.19666155491711082,0.2996523517276023,0.812349182756033
110,160,102.0,0.8429613171160258,0.8021358990842707,0.9999205866286485,0.9996523402162718,1.0,1.0
111,11,324.2,0.960527858207573,0.9296612734134704,0.060932582714697626,0.13567756829235003,0.6189606476053644,0.7057098774136343
112,8,469.4,0.8992835816404902,0.8778879214095264,0.25652547859367647,0.49467342137793013,0.611434705533882,0.8206145873657615
113,116,411.9,0.7277900295515992,0.7344254600401605,0.16307347254340934,0.5531315838740164,0.7416219775813894,0.7950869718685215
114,113,351.6,0.8646229204503155,0.8425446954318021,0.14395638943408381,0.4529668786327889,0.5888387090275327,0.837267455876507
115,112,328.1,0.866078415116856,0.8435926850095024,0.28519608433686744,0.32830734357498,0.7596683815196676,0.8390912438550838
116,144,262.0,0.9622685810467642,0.9613128339706999,0.17278362903110658,0.34577307384024136,0.47403512201034953,0.6953131575435643
117,125,397.1,0.7267927643042548,0.6897847287241343,0.7514878600353935,0.7467911186259533,0.8634136148880391,0.8494658065569537
117,40,64.0,0.8227991902338605,0.7756133585072339,0.5000993941984404,0.602060496348399,0.694058449352331,0.8005759190683038
118,96,296.7,0.8656649069646745,0.8450700849476354,0.11756073750510782,0.24168169984955293,0.5190056672845527,0.6904108842654277
118,145,250.6,0.7625686763136154,0.7634741355474718,0.2779067353891104,0.3616600289474833,0.586791318435855,0.7540346682140487
118,145,250.6,0.7625686763136154,0.7634741355474718,0.2779067353891104,0.3616600289474833,0.586791318435855,0.7540346682140487
119,120,376.8,0.9670332829276383,0.9612834396928842,0.28111024802509355,0.5332503596219579,0.8557102257430168,0.8935122637713219
120,122,393.1,0.8767407293942586,0.8264784288228892,0.25415628310021143,0.5060923952128703,0.8429089760253042,0.8311450067949373
121,140,385.2,0.7892157317872213,0.8235750898757088,0.18440093738395794,0.1696937157301644,0.7842766374292138,0.81457748983709
122,141,428.7,1.0,1.0,0.3579951983028646,0.5148827792320005,0.6938183118002319,0.7593414255881623
123,121,326.3,1.0,1.0,0.2178931729825409,0.31961158674925977,0.8286970092246413,0.7981521687434958
124,7,763.3,0.8756005836148916,0.8087870552710394,0.557579847755454,0.7654756714418655,0.8561601529218479,0.9037867499205461
124,13,460.7,0.8450599670364203,0.7145172142587369,0.7481768855279378,0.9277301293814475,0.9514416835947134,0.9878878526938891
124,169,145.2,0.8625175872381751,0.8565631196884189,0.5572932219836322,0.7087423116637211,0.798468392657681,0.8375007329512623
124,169,145.2,0.8625175872381751,0.8565631196884189,0.5572932219836322,0.7087423116637211,0.798468392657681,0.8375007329512623
124,41,243.9,0.8874524699876154,0.749189122286048,0.6558735980508893,0.7326490256057958,0.8269315376243133,0.9207223734924901
125,127,372.7,0.8073116917748289,0.7901127725696925,0.8285117055124593,0.9350784259626295,0.9431209869996816,0.9623411896980643
126,124,384.3,0.9271975267001028,0.8831783148397108,0.948288004660098,0.9792019360490934,0.9804759218043962,0.9749994599636755
127,109,380.5,0.8147546407652672,0.7914181617128732,0.3313115058772743,0.31054991316153574,0.6188768124110534,0.7949111529795423
127,39,280.4,0.7860639525925263,0.7648193883807545,0.4687953501658212,0.6495039047884262,0.7978047345675555,0.8672831722642328
127,18,425.2,0.8264994046233186,0.8096148911120103,0.5723915911666169,0.8044434019887508,0.6295309922873976,0.917249639143214
128,153,215.0,0.6937750232261228,0.6880358780167737,0.3521886304223104,0.5229298061220689,0.7489212121718514,0.8750620611399086
128,10,88.2,0.7997589251447139,0.763054663954885,0.23484930603407786,0.3674081897793849,0.5070375237489878,0.64573099562282
129,156,256.1,0.9422127059105281,0.9410754229665683,0.1521948263085102,0.21869229588518865,0.182410037874175,0.4498906624759555
129,153,219.6,0.6697303543427334,0.6996833541689108,0.2930547277219487,0.44035222158400333,0.6657076670879255,0.8627275183161107
130,106,532.3,0.5184176372683307,0.5399899127887191,0.1912149198925212,0.6415251784594526,0.6130630826926109,0.7898404467202103
132,134,386.9,0.48761346710562326,0.6759072383888096,0.3642178939725024,0.4645432611023608,0.6907731354788409,0.6825061538026056
133,163,337.1,0.9394271704130619,0.9402602483274861,0.11455997144100528,0.33611902531584514,0.3600582825213424,0.697127141810232
133,91,152.8,0.6961089707658329,0.6614751930770768,0.42688248954216795,0.4837105649250127,0.5762575973163222,0.759931839732237
133,91,152.8,0.6961089707658329,0.6614751930770768,0.42688248954216795,0.4837105649250127,0.5762575973163222,0.759931839732237
